time,elevation,azimuth,range,visibility,signal
2026-04-19 01:07:56.000,6.326,59.643,1758.318369,1,3.9952341842961164e-05
2026-04-19 01:08:56.000,1.954,55.799,2153.240034,0,1.0078315679055435e-05
2026-04-19 01:09:27.205,0.0,54.343,2361.863208,0,0.0
2026-04-19 02:36:06.370,0.0,258.275,2349.019113,0,0.0
2026-04-19 02:37:06.000,3.528,264.021,1991.072717,0,1.9677996523658024e-05
2026-04-19 02:38:06.000,7.583,272.248,1657.328978,1,5.0807503621609846e-05
2026-04-19 02:39:06.000,12.095,284.426,1371.281389,1,9.793100013315775e-05
2026-04-19 02:40:06.000,16.29,302.33,1169.88089,1,0.00015458446845092842
2026-04-19 02:41:06.000,18.038,325.46,1101.411845,1,0.00018180340054512224
2026-04-19 02:42:06.000,15.909,348.15,1189.169703,1,0.00014852223697267708
2026-04-19 02:43:06.000,11.632,5.28,1403.720475,1,9.200723328564312e-05
2026-04-19 02:44:06.000,7.192,16.881,1696.850941,1,4.7066034586078027e-05
2026-04-19 02:45:06.000,3.228,24.767,2033.850371,0,1.762619363950602e-05
2026-04-19 02:46:01.492,0.0,29.997,2367.393705,0,0.0
2026-04-19 04:16:25.150,0.0,313.477,2363.676666,0,0.0
2026-04-19 04:17:25.000,1.448,323.727,2209.362014,0,7.278847893234239e-06
2026-04-19 04:18:25.000,2.311,335.169,2123.161094,0,1.208843239352626e-05
2026-04-19 04:19:25.000,2.415,347.13,2114.210673,0,1.2685891611579125e-05
2026-04-19 04:20:25.000,1.739,358.757,2183.411406,0,8.8455050953997e-06
2026-04-19 04:21:25.000,0.425,9.334,2323.453481,0,2.0315408593123066e-06
2026-04-19 04:21:40.785,0.0,11.889,2370.567941,0,0.0
2026-04-19 05:57:29.672,0.0,0.418,2372.899325,0,0.0
2026-04-19 05:57:52.694,0.046,4.508,2368.025081,0,2.157474461584694e-07
2026-04-19 05:58:15.715,0.0,8.597,2373.345539,0,0.0
2026-04-19 07:32:40.716,0.0,341.129,2373.950366,0,0.0
2026-04-19 07:33:40.000,2.341,350.003,2127.687102,0,1.2219321048486869e-05
2026-04-19 07:34:40.000,4.409,1.037,1933.781813,0,2.5320110288264783e-05
2026-04-19 07:35:40.000,5.811,14.029,1814.380293,1,3.556646886364909e-05
2026-04-19 07:36:40.000,6.17,28.148,1785.11798,1,3.838243404030654e-05
2026-04-19 07:37:40.000,5.368,41.981,1850.494933,1,3.221420884355423e-05
2026-04-19 07:38:40.000,3.653,54.269,2001.109237,0,2.0273064095997123e-05
2026-04-19 07:39:40.000,1.425,64.48,2219.227078,0,7.13140267958363e-06
2026-04-19 07:40:15.433,0.0,69.555,2372.161461,0,0.0
2026-04-19 09:08:35.597,0.0,321.523,2374.245049,0,0.0
2026-04-19 09:09:35.000,3.942,324.097,1975.427159,0,2.2161201236559206e-05
2026-04-19 09:10:35.000,8.956,327.959,1579.549349,1,6.295982543921893e-05
2026-04-19 09:11:35.000,15.877,334.437,1200.121926,1,0.00014687194304961103
2026-04-19 09:12:35.000,26.36,347.439,861.920476,1,0.00033941585236979457
2026-04-19 09:13:35.000,39.911,19.274,637.154242,1,0.0006949034048034355
2026-04-19 09:14:35.000,38.247,71.31,656.587968,1,0.0006462506726805966
2026-04-19 09:15:35.000,24.538,99.307,904.684728,1,0.0003010368133804333
2026-04-19 09:16:35.000,14.653,110.916,1251.635299,1,0.00012997487077131387
2026-04-19 09:17:35.000,8.069,116.846,1634.799925,1,5.480838712934626e-05
2026-04-19 09:18:35.000,3.231,120.423,2032.716169,0,1.7652414111283e-05
2026-04-19 09:19:24.186,0.0,122.455,2363.839232,0,0.0
2026-04-19 10:45:56.561,0.0,291.318,2372.20157,0,0.0
2026-04-19 10:46:56.000,3.168,284.477,2044.700351,0,1.7206821117664264e-05
2026-04-19 10:47:56.000,6.532,274.994,1752.83668,1,4.138228981376863e-05
2026-04-19 10:48:56.000,9.738,262.002,1523.790212,1,7.096058142849621e-05
2026-04-19 10:49:56.000,11.948,245.232,1390.020518,1,9.543752506715761e-05
2026-04-19 10:50:56.000,12.104,226.486,1380.001102,1,9.738506992798104e-05
2026-04-19 10:51:56.000,10.108,209.234,1496.135198,1,7.501734730513705e-05
2026-04-19 10:52:56.000,6.961,195.637,1712.423486,1,4.514029664960741e-05
2026-04-19 10:53:56.000,3.577,185.647,1995.73399,0,1.9904726740513117e-05
2026-04-19 10:54:56.000,0.343,178.363,2320.601584,0,1.641587056701074e-06
2026-04-19 10:55:02.624,0.0,177.687,2358.236296,0,0.0
2026-04-20 00:12:02.702,0.0,191.335,2336.685753,0,0.0
2026-04-20 00:13:02.000,3.534,185.675,1978.635042,0,1.9835305919315334e-05
2026-04-20 00:14:02.000,7.616,177.417,1643.845871,1,5.1446900718287555e-05
2026-04-20 00:15:02.000,12.133,165.055,1359.26521,1,9.910649049909252e-05
2026-04-20 00:16:02.000,16.22,146.826,1164.063862,1,0.00015468870686010703
2026-04-20 00:17:02.000,17.661,123.601,1107.665569,1,0.0001769995739205042
2026-04-20 00:18:02.000,15.252,101.422,1209.970108,1,0.00013994289829874702
2026-04-20 00:19:02.000,10.908,85.057,1437.208453,1,8.427151137040353e-05
2026-04-20 00:20:02.000,6.508,74.138,1740.45239,1,4.152344992395176e-05
2026-04-20 00:21:02.000,2.596,66.815,2085.883681,0,1.3821778715823141e-05
2026-04-20 00:21:46.652,0.0,62.859,2358.76791,0,0.0
2026-04-20 01:48:17.208,0.0,245.328,2344.982047,0,0.0
2026-04-20 01:49:17.000,3.877,249.198,1955.072441,0,2.2022588159237693e-05
2026-04-20 01:50:17.000,8.661,254.99,1577.393422,1,6.09691677575512e-05
2026-04-20 01:51:17.000,14.866,264.458,1228.11725,1,0.00013438732372991898
2026-04-20 01:52:17.000,22.782,281.54,941.504981,1,0.0002685750616031315
2026-04-20 01:53:17.000,29.211,311.768,790.535732,1,0.0004100467654777544
2026-04-20 01:54:17.000,26.417,346.715,851.232668,1,0.00034441559593233315
2026-04-20 01:55:17.000,18.39,9.277,1088.411906,1,0.0001875629706339315
2026-04-20 01:56:17.000,11.408,21.528,1415.207482,1,8.950352061164689e-05
2026-04-20 01:57:17.000,6.079,28.705,1781.948096,1,3.7883573052955785e-05
2026-04-20 01:58:17.000,1.853,33.361,2167.248958,0,9.49562955532567e-06
2026-04-20 01:58:47.280,0.0,35.145,2365.453467,0,0.0
2026-04-20 03:27:52.537,0.0,299.183,2359.167175,0,0.0
2026-04-20 03:28:52.000,2.014,308.73,2147.209206,0,1.0416945293445398e-05
2026-04-20 03:29:52.000,3.598,320.129,1995.701946,0,2.002190555173515e-05
2026-04-20 03:30:52.000,4.427,332.89,1922.211903,0,2.5576427024063032e-05
2026-04-20 03:31:52.000,4.29,346.058,1935.839219,0,2.461054392076861e-05
2026-04-20 03:32:52.000,3.228,358.478,2034.676808,0,1.7619037818633277e-05
2026-04-20 03:33:52.000,1.502,9.352,2206.848785,0,7.558891262061177e-06
2026-04-20 03:34:35.681,0.0,16.14,2369.058482,0,0.0
2026-04-20 06:45:34.859,0.0,345.466,2372.99124,0,0.0
2026-04-20 06:46:34.000,1.786,355.156,2182.700195,0,9.087531562199842e-06
2026-04-20 06:47:34.000,3.1,6.522,2053.393559,0,1.676623463578745e-05
2026-04-20 06:48:34.000,3.656,18.934,2001.336241,0,2.0287412968131074e-05
2026-04-20 06:49:34.000,3.318,31.476,2032.765219,0,1.8127297252528474e-05
2026-04-20 06:50:34.000,2.171,43.169,2143.970121,0,1.1245947897389019e-05
2026-04-20 06:51:34.000,0.453,53.391,2323.190527,0,2.165628538134616e-06
2026-04-20 06:51:47.956,0.0,55.533,2373.043901,0,0.0
2026-04-20 08:21:19.204,0.0,326.918,2373.670599,0,0.0
2026-04-20 08:22:19.000,3.716,331.52,1995.743554,0,2.067811302366618e-05
2026-04-20 08:23:19.000,8.168,338.216,1633.892325,1,5.551164083882744e-05
2026-04-20 08:24:19.000,13.615,348.651,1306.184975,1,0.00011572790436776386
2026-04-20 08:25:19.000,19.815,5.829,1047.307829,1,0.00021002100773843087
2026-04-20 08:26:19.000,24.05,32.264,919.049624,1,0.00029044327094059254
2026-04-20 08:27:19.000,22.041,61.28,975.127949,1,0.0002508892407505484
2026-04-20 08:28:19.000,16.064,82.186,1189.69867,1,0.00014990265243925138
2026-04-20 08:29:19.000,10.186,94.899,1495.504463,1,7.56280923819589e-05
2026-04-20 08:30:19.000,5.343,102.812,1846.938246,1,3.212589316508289e-05
2026-04-20 08:31:19.000,1.345,108.087,2221.415967,0,6.724413730980203e-06
2026-04-20 08:31:41.593,0.0,109.639,2365.920723,0,0.0
2026-04-20 09:58:07.609,0.0,300.894,2372.720764,0,0.0
2026-04-20 09:59:07.000,3.701,296.428,1995.555807,0,2.0596580410147394e-05
2026-04-20 10:00:07.000,8.144,289.723,1633.583522,1,5.535898757756406e-05
2026-04-20 10:01:07.000,13.518,279.11,1308.796526,1,0.00011467430018210325
2026-04-20 10:02:07.000,19.436,261.647,1057.919401,1,0.00020393955890468717
2026-04-20 10:03:07.000,23.065,235.469,943.225118,1,0.00027141597156471513
2026-04-20 10:04:07.000,20.73,207.767,1012.509116,1,0.00022726320829001144
2026-04-20 10:05:07.000,14.955,188.035,1234.87532,1,0.00013445261344539726
2026-04-20 10:06:07.000,9.333,175.965,1544.847016,1,6.708296417864936e-05
2026-04-20 10:07:07.000,4.661,168.421,1898.992861,0,2.72574123576609e-05
2026-04-20 10:08:07.000,0.766,163.398,2275.59555,0,3.738525761025542e-06
2026-04-20 10:08:19.988,0.0,162.529,2358.900401,0,0.0
